# Class blue_S1 green_S1 red_S1 nir_S1 swir_1_S1 swir_2_S1 red_edge_1_S1 red_edge_2_S1 red_edge_3_S1 bcdev_S1 edev_S1 sdev_S1 NDVI_S1 LAI_S1 MNDWI_S1 rain_S1 blue_S2 green_S2 red_S2 nir_S2 swir_1_S2 swir_2_S2 red_edge_1_S2 red_edge_2_S2 red_edge_3_S2 bcdev_S2 edev_S2 sdev_S2 NDVI_S2 LAI_S2 MNDWI_S2 rain_S2 slope
1.000000 0.105650 0.168150 0.249500 0.334700 0.480500 0.427750 0.290300 0.310450 0.325900 3.905062 3.118044 8.602089 0.144126 0.255016 -0.484245 130.370743 0.088600 0.147250 0.202400 0.364400 0.414400 0.344150 0.262400 0.324000 0.345350 2.874794 2.034798 5.679803 0.287324 0.652634 -0.476940 125.891083 4.896769
0.000000 0.023400 0.042300 0.050750 0.115450 0.181950 0.147200 0.074700 0.098550 0.108550 1.937847 2.380750 6.246869 0.386579 0.350940 -0.624503 130.866608 0.029650 0.050300 0.056100 0.150250 0.178750 0.141900 0.085300 0.128500 0.141650 1.959137 2.235300 5.394511 0.457853 0.559857 -0.565294 125.732697 36.400551
0.000000 0.007100 0.034550 0.013100 0.399550 0.126450 0.061500 0.075600 0.300400 0.380400 3.412563 3.069912 7.603612 0.936507 2.335113 -0.570683 99.761475 0.010600 0.035400 0.025100 0.283600 0.116800 0.063650 0.074500 0.225950 0.279700 2.568995 2.516969 6.900162 0.842140 1.615566 -0.545248 99.055298 2.240807
0.000000 0.022500 0.045500 0.031100 0.222700 0.162300 0.088900 0.077400 0.191500 0.220500 3.382488 3.377679 7.396852 0.753959 1.271123 -0.566829 333.447266 0.032500 0.049800 0.044100 0.190500 0.173800 0.105100 0.085400 0.159900 0.178200 3.206028 3.404064 7.083145 0.622432 0.978682 -0.549113 345.823669 53.505581
0.000000 0.024350 0.053650 0.030200 0.371650 0.190050 0.090750 0.096150 0.297150 0.360150 3.235146 2.836719 6.978204 0.849091 2.136020 -0.561077 339.114227 0.040300 0.062300 0.053650 0.276550 0.214450 0.131800 0.110800 0.217000 0.251200 2.568432 2.256921 5.324478 0.668756 1.437371 -0.550150 338.733582 38.323997
0.000000 0.017650 0.035650 0.040950 0.173200 0.155150 0.103400 0.069200 0.138850 0.164900 2.858332 3.155936 5.372840 0.618823 0.816208 -0.629573 78.684265 0.029650 0.046200 0.059450 0.145300 0.176200 0.130000 0.081100 0.116900 0.132800 2.499892 2.880203 5.750904 0.420853 0.494188 -0.585702 54.762146 3.173239
1.000000 0.040000 0.063500 0.071700 0.236900 0.211700 0.134800 0.106600 0.185600 0.223800 1.750471 1.662955 3.821543 0.534472 0.973803 -0.538014 370.316895 0.057200 0.083200 0.129700 0.216700 0.323700 0.286200 0.159500 0.183600 0.201000 2.248882 1.944852 4.791197 0.252601 0.387618 -0.591456 391.633484 6.009252
1.000000 0.056250 0.085950 0.102600 0.237050 0.269400 0.202650 0.146900 0.201150 0.222450 2.275946 2.098414 5.723784 0.397964 0.742386 -0.511811 390.780701 0.107350 0.138450 0.185750 0.263850 0.361900 0.339450 0.212850 0.227450 0.244350 3.238902 2.745897 7.455623 0.173903 0.332316 -0.446233 411.111603 4.714045
0.000000 0.149800 0.173750 0.186000 0.185800 0.254850 0.264150 0.202050 0.194500 0.192650 3.060580 2.787627 7.590173 -0.010433 -0.150347 -0.178399 320.728577 0.148650 0.168600 0.183200 0.186700 0.250350 0.264650 0.195900 0.192050 0.189550 3.024963 2.749678 7.370177 0.000716 -0.116007 -0.192225 351.668091 5.000000
0.000000 0.013750 0.028400 0.017950 0.312700 0.127750 0.050700 0.062100 0.241150 0.302600 3.578229 3.412013 8.068346 0.890732 1.904738 -0.635792 322.997131 0.026550 0.038800 0.039650 0.263100 0.173750 0.085850 0.081550 0.199300 0.240700 2.718598 2.644238 5.092986 0.737324 1.430274 -0.633610 350.497192 3.173239
